UBIGEO,DE_DEPARTAMENTO,DE_PROVINCIA,DE_DISTRITO,PERSONAS_HOGAR,BONO_COBRADO
150108,LIMA,LIMA,CHORRILLOS,2,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',2.06102,NO
150141,LIMA,LIMA,SURQUILLO,1.300479,NO
150110,LIMA,LIMA,COMAS,2,NO
160109.743672,LORETO,MAYNAS,PUNCHANA,1.6672,NO
150115,LIMA,LIMA,'LA VICTORIA',1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
211101,PUNO,'SAN ROMAN',JULIACA,1,NO
80105.775024,CUSCO,CUSCO,SANTIAGO,1.984839,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,NO
40129,AREQUIPA,AREQUIPA,'JOSE LUIS BUSTAMANTE Y RIVERO',2,NO
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1,NO
150110,LIMA,LIMA,COMAS,1,NO
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',1,NO
150106,LIMA,LIMA,CARABAYLLO,1.129746,NO
150114,LIMA,LIMA,'LA MOLINA',1,NO
130205.574184,'LA LIBERTAD',ASCOPE,CHICAMA,1.626321,NO
150114,LIMA,LIMA,'LA MOLINA',2,NO
130207,'LA LIBERTAD',ASCOPE,'CASA GRANDE',1.042624,NO
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1,NO
150112,LIMA,LIMA,INDEPENDENCIA,2.340455,NO
150131,LIMA,LIMA,'SAN ISIDRO',1,NO
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',1.732038,NO
150110,LIMA,LIMA,COMAS,3.956184,NO
150601,LIMA,HUARAL,HUARAL,1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
130102,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',1.725652,NO
21739.439224,ANCASH,SANTA,CHIMBOTE,1,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
150110,LIMA,LIMA,COMAS,1,NO
110201,ICA,CHINCHA,'CHINCHA ALTA',1.340188,NO
120303.079904,JUNIN,CHANCHAMAYO,'SAN RAMON',1,NO
150115,LIMA,LIMA,'LA VICTORIA',2.134173,NO
21801,ANCASH,SANTA,CHIMBOTE,1,NO
150108,LIMA,LIMA,CHORRILLOS,5.654494,NO
230102.139597,TACNA,TACNA,'ALTO DE LA ALIANZA',1.291724,NO
200801.325447,PIURA,SECHURA,VICE,3.693988,NO
150116,LIMA,LIMA,LINCE,1,NO
200101,PIURA,PIURA,PIURA,1.453697,NO
211101,PUNO,'SAN ROMAN',JULIACA,1,NO
150111,LIMA,LIMA,'EL AGUSTINO',1,NO
10128.768421,AMAZONAS,BAGUA,BAGUA,1.876806,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',1,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
150110,LIMA,LIMA,COMAS,2.406301,NO
40119.504482,AREQUIPA,AREQUIPA,SOCABAYA,1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',2,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,NO
150508.460227,LIMA,CAÑETE,MALA,1.713213,NO
150101,LIMA,LIMA,LIMA,1,NO
150103,LIMA,LIMA,ATE,1.895766,NO
230101,TACNA,TACNA,TACNA,1.210841,NO
150136,LIMA,LIMA,'SAN MIGUEL',1,NO
210101,PUNO,PUNO,PUNO,1,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',1.530209,NO
220929.942687,'SAN MARTIN','SAN MARTIN',MORALES,1.435471,NO
140105.79738,LAMBAYEQUE,CHICLAYO,'LA VICTORIA',1,NO
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1,NO
21801,ANCASH,SANTA,CHIMBOTE,2,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,NO
140180.195821,LAMBAYEQUE,CHICLAYO,TUMAN,2.083493,NO
70102,CALLAO,CALLAO,BELLAVISTA,1,NO
130202,'LA LIBERTAD',ASCOPE,CHICAMA,1.32564,NO
150601,LIMA,HUARAL,HUARAL,2,NO
211101,PUNO,'SAN ROMAN',JULIACA,1,NO
120107,JUNIN,HUANCAYO,CHILCA,1.402553,NO
150202,LIMA,BARRANCA,PARAMONGA,1,NO
21801,ANCASH,SANTA,CHIMBOTE,1,NO
20105.790633,ANCASH,HUARAZ,INDEPENDENCIA,1.18077,NO
150101,LIMA,LIMA,LIMA,1,NO
110101,ICA,ICA,ICA,1,NO
130111,'LA LIBERTAD',TRUJILLO,'VICTOR LARCO HERRERA',2,NO
220539.193851,'SAN MARTIN','MARISCAL CACERES',JUANJUI,1,NO
150103,LIMA,LIMA,ATE,3.641107,NO
130208,'LA LIBERTAD',ASCOPE,'CASA GRANDE',1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
110201,ICA,CHINCHA,'CHINCHA ALTA',1,NO
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',2.011661,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',3,NO
40112,AREQUIPA,AREQUIPA,PAUCARPATA,1.988478,NO
40207.796668,AREQUIPA,CAMANA,'NICOLAS DE PIEROLA',1,NO
150131,LIMA,LIMA,'SAN ISIDRO',1,NO
210446.628035,PUNO,'EL COLLAO',ILAVE,2.492957,NO
150101,LIMA,LIMA,LIMA,1,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,NO
150101,LIMA,LIMA,LIMA,3.42672,NO
150601,LIMA,HUARAL,HUARAL,1,NO
150128,LIMA,LIMA,RIMAC,1,NO
150137,LIMA,LIMA,'SANTA ANITA',1,NO
250163.801093,UCAYALI,'CORONEL PORTILLO',MANANTAY,1,NO
200101,PIURA,PIURA,PIURA,2,NO
40104,AREQUIPA,AREQUIPA,'CERRO COLORADO',2,NO
80908.791897,CUSCO,'LA CONVENCION','SANTA ANA',1,NO
110101,ICA,ICA,ICA,1,NO
150106.048951,LIMA,LIMA,CARABAYLLO,2,NO
130105.544385,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',3.081051,NO
150804.256329,LIMA,HUAURA,HUACHO,2.016554,NO
210833.15563,PUNO,MELGAR,AYAVIRI,2,NO
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,NO
160113,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1,NO
150101,LIMA,LIMA,LIMA,1,NO
150103,LIMA,LIMA,ATE,1,NO
160108,LORETO,MAYNAS,PUNCHANA,2.080003,NO
160101,LORETO,MAYNAS,IQUITOS,1,NO
120114,JUNIN,HUANCAYO,'EL TAMBO',1,NO
150121,LIMA,LIMA,'PUEBLO LIBRE',2,NO
150114,LIMA,LIMA,'LA MOLINA',1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
250140.869629,UCAYALI,'CORONEL PORTILLO',MANANTAY,2.869894,NO
40109.585808,AREQUIPA,AREQUIPA,MIRAFLORES,1,NO
40107,AREQUIPA,AREQUIPA,'JACOBO HUNTER',1.019275,NO
150134,LIMA,LIMA,'SAN LUIS',3,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
110101,ICA,ICA,ICA,1,NO
70102,CALLAO,CALLAO,BELLAVISTA,2,NO
150601,LIMA,HUARAL,HUARAL,1,NO
120701,JUNIN,SATIPO,MAZAMARI,1,NO
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',1,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
220561.579378,'SAN MARTIN',LAMAS,TABALOSOS,1,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,NO
160101,LORETO,MAYNAS,IQUITOS,1.714453,NO
150141,LIMA,LIMA,SURQUILLO,2.496884,NO
150108,LIMA,LIMA,CHORRILLOS,1,NO
150113,LIMA,LIMA,'JESUS MARIA',2,NO
210101,PUNO,PUNO,PUNO,1,NO
150130,LIMA,LIMA,'SAN BORJA',1,NO
150137,LIMA,LIMA,'SANTA ANITA',1,NO
120101,JUNIN,HUANCAYO,HUANCAYO,1,NO
120101,JUNIN,HUANCAYO,HUANCAYO,1.778258,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',2,NO
120141.862436,JUNIN,HUANCAYO,SICAYA,1.462351,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
180101,MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,1.323996,NO
150114,LIMA,LIMA,'LA MOLINA',2,NO
60200.197278,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1.736769,NO
150120,LIMA,LIMA,'MAGDALENA DEL MAR',2,NO
70101,CALLAO,CALLAO,CALLAO,2,NO
150136,LIMA,LIMA,'SAN MIGUEL',1,NO
150131,LIMA,LIMA,'SAN ISIDRO',1,NO
230102,TACNA,TACNA,'ALTO DE LA ALIANZA',1.625283,NO
220560.106225,'SAN MARTIN','MARISCAL CACERES',JUANJUI,4.048266,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
50552.476956,AYACUCHO,HUANTA,HUANTA,1.117249,NO
220909,'SAN MARTIN','SAN MARTIN','LA BANDA DE SHILCAYO',1.482041,NO
60828.186174,CAJAMARCA,JAEN,JAEN,2.342618,NO
220601,'SAN MARTIN','MARISCAL CACERES',JUANJUI,1.525442,NO
150118,LIMA,LIMA,LURIGANCHO,1,NO
70101,CALLAO,CALLAO,CALLAO,3.049839,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
110101,ICA,ICA,ICA,1,NO
180211.390226,MOQUEGUA,ILO,ILO,1,NO
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,NO
60744.609179,CAJAMARCA,JAEN,JAEN,1,NO
150117.2785,LIMA,LIMA,'LOS OLIVOS',4,NO
90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,1,NO
150509.795614,LIMA,CAÑETE,MALA,1.616195,NO
90101,HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,1,NO
120107,JUNIN,HUANCAYO,CHILCA,2,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
40110,AREQUIPA,AREQUIPA,MIRAFLORES,1,NO
210401.561582,PUNO,'EL COLLAO',ILAVE,1,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',3,NO
200101,PIURA,PIURA,PIURA,1.20924,NO
80198.017062,CUSCO,CUSCO,WANCHAQ,1.975992,NO
150111,LIMA,LIMA,'EL AGUSTINO',2,NO
150117,LIMA,LIMA,'LOS OLIVOS',2,NO
230109.327566,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1,NO
80101,CUSCO,CUSCO,CUSCO,1.18747,NO
150106,LIMA,LIMA,CARABAYLLO,1,NO
100975.643187,HUANUCO,'LEONCIO PRADO',RUPA-RUPA,1,NO
200703.401859,PIURA,TALARA,PARIÑAS,2.197292,NO
150118,LIMA,LIMA,LURIGANCHO,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
140116.016267,LAMBAYEQUE,CHICLAYO,CAYALTI,2.422604,NO
150136,LIMA,LIMA,'SAN MIGUEL',1,NO
130110.837546,'LA LIBERTAD',TRUJILLO,'VICTOR LARCO HERRERA',2,NO
70106,CALLAO,CALLAO,VENTANILLA,1.247485,NO
150101,LIMA,LIMA,LIMA,1,NO
150112,LIMA,LIMA,INDEPENDENCIA,2,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
140114,LAMBAYEQUE,CHICLAYO,'SANTA ROSA',1,NO
150605,LIMA,HUARAL,CHANCAY,1,NO
70104,CALLAO,CALLAO,'LA PERLA',1.440215,NO
150141,LIMA,LIMA,SURQUILLO,2.487113,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
130102,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',1,NO
200601,PIURA,SULLANA,SULLANA,2.746577,NO
150801,LIMA,HUAURA,HUACHO,1,NO
180227.373099,MOQUEGUA,ILO,ILO,2.135425,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',1,NO
150130,LIMA,LIMA,'SAN BORJA',1,NO
150108,LIMA,LIMA,CHORRILLOS,3.257462,NO
160108.73248,LORETO,MAYNAS,PUNCHANA,1,NO
131145.752697,'LA LIBERTAD',VIRU,VIRU,1,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',1,NO
150111,LIMA,LIMA,'EL AGUSTINO',2,NO
150101,LIMA,LIMA,LIMA,1,NO
80107.341435,CUSCO,CUSCO,SANTIAGO,1.640923,NO
150101,LIMA,LIMA,LIMA,1,NO
150103,LIMA,LIMA,ATE,1.973029,NO
150113,LIMA,LIMA,'JESUS MARIA',1,NO
150135.947709,LIMA,LIMA,'SAN MIGUEL',3,NO
21801,ANCASH,SANTA,CHIMBOTE,4.692795,NO
80105.679091,CUSCO,CUSCO,'SAN SEBASTIAN',1,NO
40114.672126,AREQUIPA,AREQUIPA,SOCABAYA,1,NO
130105,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',1,NO
150108,LIMA,LIMA,CHORRILLOS,1,NO
70102,CALLAO,CALLAO,BELLAVISTA,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',4.057025,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,2,NO
160101,LORETO,MAYNAS,IQUITOS,1,NO
150142.967903,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',4.417717,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
150121,LIMA,LIMA,'PUEBLO LIBRE',1,NO
70101,CALLAO,CALLAO,CALLAO,2,NO
120114,JUNIN,HUANCAYO,'EL TAMBO',2.304369,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
140113.888664,LAMBAYEQUE,CHICLAYO,'SANTA ROSA',1,NO
150101,LIMA,LIMA,LIMA,2,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',4,NO
20105,ANCASH,HUARAZ,INDEPENDENCIA,1,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
150122.809448,LIMA,LIMA,MIRAFLORES,1,NO
230102.971765,TACNA,TACNA,'ALTO DE LA ALIANZA',1,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
40202.466113,AREQUIPA,CAMANA,'NICOLAS DE PIEROLA',1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
150116,LIMA,LIMA,LINCE,1,NO
40107,AREQUIPA,AREQUIPA,'JACOBO HUNTER',1.982308,NO
120107,JUNIN,HUANCAYO,CHILCA,1.768153,NO
10409.431831,AMAZONAS,BAGUA,JAZAN,1,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
130102,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',1.50714,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
220901,'SAN MARTIN','SAN MARTIN',TARAPOTO,1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
200804.54998,PIURA,SECHURA,VICE,1.066119,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
210101,PUNO,PUNO,PUNO,1,NO
200601,PIURA,SULLANA,SULLANA,2.294479,NO
150110,LIMA,LIMA,COMAS,1,NO
200601,PIURA,SULLANA,SULLANA,1,NO
150113,LIMA,LIMA,'JESUS MARIA',2.588529,NO
130102.182369,'LA LIBERTAD',TRUJILLO,'EL PORVENIR',1,NO
20102.406396,ANCASH,HUARAZ,INDEPENDENCIA,2,NO
150117,LIMA,LIMA,'LOS OLIVOS',2,NO
140113.522287,LAMBAYEQUE,CHICLAYO,'SANTA ROSA',1.455527,NO
21801,ANCASH,SANTA,CHIMBOTE,2,NO
220307.9304,'SAN MARTIN',MOYOBAMBA,MOYOBAMBA,1,NO
160113,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1.441009,NO
160112,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1.489225,NO
40109,AREQUIPA,AREQUIPA,'MARIANO MELGAR',1,NO
21801,ANCASH,SANTA,CHIMBOTE,3,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
150114,LIMA,LIMA,'LA MOLINA',1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
150105,LIMA,LIMA,BREÑA,1,NO
21801,ANCASH,SANTA,CHIMBOTE,2,NO
80105.77226,CUSCO,CUSCO,'SAN SEBASTIAN',2.933806,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,2,NO
150202,LIMA,BARRANCA,PARAMONGA,1.26908,NO
130208,'LA LIBERTAD',ASCOPE,'CASA GRANDE',1,NO
150108,LIMA,LIMA,CHORRILLOS,3,NO
120901.015931,JUNIN,CHUPACA,CHUPACA,1.832753,NO
150111,LIMA,LIMA,'EL AGUSTINO',2,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
120123.300137,JUNIN,HUANCAYO,'EL TAMBO',2,NO
130105,'LA LIBERTAD',TRUJILLO,'LA ESPERANZA',1,NO
150108,LIMA,LIMA,CHORRILLOS,2,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',2,NO
70106,CALLAO,CALLAO,VENTANILLA,2,NO
150143,LIMA,LIMA,'VILLA MARIA DEL TRIUNFO',1,NO
150117,LIMA,LIMA,'LOS OLIVOS',2.00774,NO
80106.48006,CUSCO,CUSCO,SANTIAGO,1,NO
150118.631901,LIMA,LIMA,LURIGANCHO,1,NO
100606.606156,HUANUCO,'LEONCIO PRADO',RUPA-RUPA,1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',4,NO
120601,JUNIN,SATIPO,MAZAMARI,1,NO
200601.024611,PIURA,SULLANA,SULLANA,2.837479,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
150101,LIMA,LIMA,LIMA,2,NO
180101,MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,1.746508,NO
70103.879827,CALLAO,CALLAO,'LA PERLA',1,NO
230237.120527,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
150201,LIMA,BARRANCA,BARRANCA,1.52722,NO
21801,ANCASH,SANTA,CHIMBOTE,1,NO
230101,TACNA,TACNA,TACNA,1.394107,NO
150112,LIMA,LIMA,INDEPENDENCIA,1.132,NO
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',1,NO
150106,LIMA,LIMA,CARABAYLLO,2.578028,NO
210101,PUNO,PUNO,PUNO,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
150601,LIMA,HUARAL,HUARAL,1,NO
200401,PIURA,MORROPON,CHULUCANAS,2,NO
150115,LIMA,LIMA,'LA VICTORIA',1,NO
40112,AREQUIPA,AREQUIPA,PAUCARPATA,1.102748,NO
21801,ANCASH,SANTA,CHIMBOTE,2,NO
150136,LIMA,LIMA,'SAN MIGUEL',2,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
120121.970251,JUNIN,HUANCAYO,'EL TAMBO',1,NO
220901,'SAN MARTIN','SAN MARTIN',TARAPOTO,1.159705,NO
150117,LIMA,LIMA,'LOS OLIVOS',3.283205,NO
150101,LIMA,LIMA,LIMA,2.525738,NO
170103.060453,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1.088039,NO
150121,LIMA,LIMA,'PUEBLO LIBRE',1,NO
150201,LIMA,BARRANCA,BARRANCA,1.891967,NO
21801,ANCASH,SANTA,CHIMBOTE,2,NO
150130,LIMA,LIMA,'SAN BORJA',1,NO
70102,CALLAO,CALLAO,BELLAVISTA,2,NO
211101,PUNO,'SAN ROMAN',JULIACA,1,NO
120602.924069,JUNIN,SATIPO,MAZAMARI,1.756301,NO
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',2.586762,NO
150503.475474,LIMA,CAÑETE,'SAN VICENTE DE CAÑETE',2.864466,NO
40109,AREQUIPA,AREQUIPA,'MARIANO MELGAR',1,NO
150117,LIMA,LIMA,'LOS OLIVOS',3,NO
150101,LIMA,LIMA,LIMA,2,NO
70102,CALLAO,CALLAO,BELLAVISTA,2,NO
70101,CALLAO,CALLAO,CALLAO,2,NO
150114,LIMA,LIMA,'LA MOLINA',1,NO
150101,LIMA,LIMA,LIMA,1,NO
21801.084439,ANCASH,SANTA,CHIMBOTE,1,NO
150106,LIMA,LIMA,CARABAYLLO,1,NO
170101,'MADRE DE DIOS',TAMBOPATA,TAMBOPATA,1.758566,NO
50101,AYACUCHO,HUAMANGA,AYACUCHO,2,NO
40102,AREQUIPA,AREQUIPA,'ALTO SELVA ALEGRE',1,NO
80106,CUSCO,CUSCO,SANTIAGO,1.460374,NO
211101,PUNO,'SAN ROMAN',JULIACA,2,NO
150128,LIMA,LIMA,RIMAC,1,NO
80106,CUSCO,CUSCO,SANTIAGO,1.730704,NO
70101,CALLAO,CALLAO,CALLAO,1,NO
40107,AREQUIPA,AREQUIPA,'JACOBO HUNTER',1,NO
70102,CALLAO,CALLAO,BELLAVISTA,1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
150110,LIMA,LIMA,COMAS,1,NO
150114,LIMA,LIMA,'LA MOLINA',1,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
50108.28732,AYACUCHO,HUAMANGA,AYACUCHO,1,NO
120101,JUNIN,HUANCAYO,HUANCAYO,1.808709,NO
140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,1,NO
150104.879215,LIMA,LIMA,BARRANCO,1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
110111.032989,ICA,ICA,PARCONA,1.522791,NO
211101,PUNO,'SAN ROMAN',JULIACA,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
210433.172486,PUNO,'EL COLLAO',ILAVE,1,NO
211101,PUNO,'SAN ROMAN',JULIACA,1.004373,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
230110,TACNA,TACNA,'CORONEL GREGORIO ALBARRACIN LANCHIPA',1,NO
150101,LIMA,LIMA,LIMA,7.639949,NO
150133,LIMA,LIMA,'SAN JUAN DE MIRAFLORES',1,NO
150601,LIMA,HUARAL,HUARAL,1,NO
70101,CALLAO,CALLAO,CALLAO,2.284623,NO
70102,CALLAO,CALLAO,BELLAVISTA,1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
150117,LIMA,LIMA,'LOS OLIVOS',1,NO
170204,'MADRE DE DIOS',MANU,HUEPETUHE,1.540526,NO
150110,LIMA,LIMA,COMAS,3.161543,NO
21801,ANCASH,SANTA,CHIMBOTE,2,NO
40109,AREQUIPA,AREQUIPA,'MARIANO MELGAR',1.622797,NO
150136,LIMA,LIMA,'SAN MIGUEL',1,NO
150122,LIMA,LIMA,MIRAFLORES,1,NO
150601,LIMA,HUARAL,HUARAL,3.261914,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',1,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1.126926,NO
150106,LIMA,LIMA,CARABAYLLO,1.070185,NO
21801,ANCASH,SANTA,CHIMBOTE,2.107832,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',2,NO
80930.082779,CUSCO,'LA CONVENCION','SANTA ANA',1.438864,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',2,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
190296.820565,PASCO,OXAPAMPA,OXAPAMPA,2,NO
150122,LIMA,LIMA,MIRAFLORES,1,NO
150128,LIMA,LIMA,RIMAC,1,NO
150110,LIMA,LIMA,COMAS,1,NO
140105,LAMBAYEQUE,CHICLAYO,'JOSE LEONARDO ORTIZ',1,NO
190301,PASCO,OXAPAMPA,OXAPAMPA,1.557575,NO
150122,LIMA,LIMA,MIRAFLORES,1,NO
80105,CUSCO,CUSCO,'SAN SEBASTIAN',1,NO
130101,'LA LIBERTAD',TRUJILLO,TRUJILLO,1,NO
150111,LIMA,LIMA,'EL AGUSTINO',1,NO
220901,'SAN MARTIN','SAN MARTIN',TARAPOTO,2,NO
150132.595723,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',4.657212,NO
210101,PUNO,PUNO,PUNO,1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',2,NO
200601,PIURA,SULLANA,SULLANA,1.490788,NO
21806.384972,ANCASH,SANTA,'NUEVO CHIMBOTE',3,NO
150125,LIMA,LIMA,'PUENTE PIEDRA',1.891258,NO
220901,'SAN MARTIN','SAN MARTIN',TARAPOTO,1.382761,NO
180101,MOQUEGUA,'MARISCAL NIETO',MOQUEGUA,1,NO
130208,'LA LIBERTAD',ASCOPE,'CASA GRANDE',1,NO
150106,LIMA,LIMA,CARABAYLLO,1,NO
240104.208536,TUMBES,TUMBES,TUMBES,3,NO
160113,LORETO,MAYNAS,'SAN JUAN BAUTISTA',1,NO
150104,LIMA,LIMA,BARRANCO,1,NO
150114,LIMA,LIMA,'LA MOLINA',1,NO
150132,LIMA,LIMA,'SAN JUAN DE LURIGANCHO',1,NO
150142,LIMA,LIMA,'VILLA EL SALVADOR',1,NO
50107.024976,AYACUCHO,HUAMANGA,AYACUCHO,2.387197,NO
150140,LIMA,LIMA,'SANTIAGO DE SURCO',1,NO
80604.938873,CUSCO,CANCHIS,'SANTA ANA',1,NO
150135,LIMA,LIMA,'SAN MARTIN DE PORRES',2,NO
150108,LIMA,LIMA,CHORRILLOS,2,NO
150112,LIMA,LIMA,INDEPENDENCIA,1,NO
60801,CAJAMARCA,JAEN,JAEN,2,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,2.429271,NO
21809,ANCASH,SANTA,'NUEVO CHIMBOTE',1,NO
60105.540195,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,NO
30402.513346,ANCASH,SANTA,'NUEVO CHIMBOTE',2,NO
130208,'LA LIBERTAD',ASCOPE,'CASA GRANDE',1,NO
50372.28949,AYACUCHO,HUANTA,HUANTA,1,NO
50101,AYACUCHO,HUAMANGA,AYACUCHO,2,NO
110201,ICA,CHINCHA,'CHINCHA ALTA',2.610869,NO
60101,CAJAMARCA,CAJAMARCA,CAJAMARCA,1,NO
21801,ANCASH,SANTA,CHIMBOTE,3.256954,NO
150111,LIMA,LIMA,'EL AGUSTINO',2.228183,NO
